GKGRECORDID,DATE,first_sentence
20150924020000-2020,2015-09-24,Shepherd Neame – Britain’s oldest brewer – posted a 9.4 per cent rise in underlying full-year profits to £9.6million for the year to June 27.
20150924020000-2071,2015-09-24,BBA Aviation is buying US rival jet charter group Landmark in a £1.4billion deal.
20150924020000-2181,2015-09-24,Bob Mackenzie and Martin Clarke could be the City’s answer to The Odd Couple.
20150924070000-732,2015-09-24,Tour operator Thomson’s parent company TUI joined fellow travel firms in reporting a surge in demand from Britons looking to jet off on holiday as it reported a ‘particularly strong performance’ from the UK over the summer.
20150924114500-2219,2015-09-24,Travel operator Thomas Cook said trading over the summer had been strong and that it is on course to meet its scaled-down full-year expectations.
20150924114500-2740,2015-09-24, 17.25:The FTSE 100 closed down 70.75 points at 5961.49 as nerves set in ahead of a keenly awaited speech by Federal Reserve boss Janet Yellen.
20150924164500-2653,2015-09-24,"Over one million cars have already been built in the UK so far this year, up 1.6 per cent on the same period in 2014, and the first time this milestone has been reached by August since 2008."
20150924164500-864,2015-09-24,Poundland shares took a hit today after it warned on half-year profits and revealed its acquisition 99p Stores is in worse health than previously thought as it launched a cash call to finance the deal.
20150925023000-1249,2015-09-25,Britain's biggest mortgage lender Lloyds featured strongly on the FTSE 100 leaderboard after a respected fund manager predicted it would be a ‘dividend giant’ by 2017.
20150925023000-1764,2015-09-25,"Poundland blamed store-opening costs among a raft of other excuses for a profit warning that wiped 13 per cent off the value of the stock, taking shares below their 300p float price for the first time."
20150925023000-1859,2015-09-25,A queue of shoppers is snaking towards the escalator on the concourse inside Birmingham’s redeveloped New Street station.
20150925023000-1929,2015-09-25,Workers from the under-threat Redcar steel plant on Teesside last night took to the streets in a community rally to ‘keep the light burning’ at its blast furnace.
20150925023000-2477,2015-09-25,Investors including star fund manager Neil Woodford are nursing heavy losses after a New York hedge fund launched a blistering attack on Allied Minds – a company once dubbed ‘the London market’s best kept secret’.
20150925023000-596,2015-09-25,Crisis-hit Volkswagen is poised to appoint the head of its Porsche sports car brand to the top job as the emissions cheating scandal spread to Europe.
20150925023000-80,2015-09-25,Ryanair will hand almost £300million back to its shareholders after receiving a windfall from offloading its stake in Aer Lingus.
20150925071500-329,2015-09-25,London could be about to witness an exodus of workers as more and more find they cannot afford to live in the capital and decide to work elsewhere in the UK.
20150925094500-61,2015-09-25,"The Treasury has sold a further 1 per cent stake in bailed-out Lloyds Banking Group, taking the taxpayer’s holding in the lender to less than 12 per cent."
20150925121500-1307,2015-09-25, 17.25:The FTSE 100 closed up 147.52 points at 6109.01 as investors took heart from Federal Reserve boss Janet Yellen's signal that a US rate hike will happen before the year is out.
20150925121500-1800,2015-09-25,"Stock markets across Europe have bounced higher following a speech last night from Federal Reserve boss Janet Yellen, in which she said that she still expects a US interest rate rise to happen in 2015 and that fears over record low inflation have been exaggerated."
20150925121500-1889,2015-09-25,HSS Hire's chief executive Chris Davies is stepping down after nine years at the helm as the tool and equipment rental firm makes changes after its recent profit warning.
20150925121500-528,2015-09-25,A struggling technology firm that is being targeted by Rob Terry has tried to distance itself from the disgraced Quindell founder.
20150925121500-894,2015-09-25,Beleaguered fund manager Alliance Trust has appointed two industry veterans to its board as it continues to be strong-armed by an activist investor.
20150925163000-441,2015-09-25,"Portrayed often as a white-knuckle exchange suited only to more adventurous or foolhardy investors, London's AIM market is no stranger to cliché or derision."
20150925234500-45,2015-09-25,Constable Dogberry in Shakespeare’s Much Ado About Nothing mangles every word he utters - and so do many business leaders.
20150926014500-1572,2015-09-26,Shares in British property developer Quintain Estates soared to a seven-year high after the board accepted an improved takeover bid from Texan private equity group Lone Star.
20150926014500-1664,2015-09-26,Glencore has hired advisers to sell a minority stake in its agricultural business in a deal that could value the whole division at £6.5billion.
20150926014500-2008,2015-09-26,Nike shares sprinted to an all-time high – up 8 per cent at one point yesterday – as the sportswear firm beat first-quarter targets.
20150926014500-651,2015-09-26,"JCB has paid Tory peer Lord Bamford and his family a £60million dividend, according to accounts filed just days after the digger maker announced plans to lay off 400 workers."
20150926014500-910,2015-09-26,A courtroom drama in Ohio sent shares in Synergy Health soaring yesterday as its proposed takeover by American suitor Steris took a giant leap forward.
20150927014500-1203,2015-09-27,Businesswoman Hayley Parsons made £44 million last year when she sold her shares in Gocompare.com – the online comparison website she founded – to insurance giant Esure.
20150927014500-1643,2015-09-27,"Controversial Chinese telecoms group Huawei, which provides key technology for Britain’s landline and mobile phone networks, saw its UK division jump back into profit last year as sales topped £500 million for the first time."
20150927014500-265,2015-09-27,"The firm behind Butlins, Haven and Warner Leisure Hotels saw profits jump by a quarter last year as it reaped the benefit of a VAT refund, lower debt costs and investment in its holiday parks."
20150928010000-115,2015-09-28,"A £177billion tie-up between the world’s two largest brewers is likely to be announced as early as this week, with Budweiser maker AB InBev set to offer some £70billion to take over Peroni giant SABMiller."
20150928010000-1555,2015-09-28,A US beauty firm that specialises in using natural ingredients is planning a sales drive in the UK.
